,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Battery ID
7818,272,1908.0,626.0,3.983,3.47,4118.39,5048.39,8648.39,833,8
7819,273,1908.0,624.0,3.983,3.471,4112.312,5012.31,8648.31,832,8
7820,274,1896.0,622.0,3.983,3.471,4105.144,5012.34,8612.34,831,8
7821,275,1905.5,620.0,3.983,3.472,4097.959,5012.36,8612.36,830,8
7822,276,1896.0,618.0,3.9819999999999998,3.4739999999999998,4090.7290000000003,5012.33,8612.33,829,8
7823,277,1896.0,618.4,3.983,3.4730000000000003,4088.375,5012.38,8612.38,828,8
7824,278,1900.78,615.6095,3.992,3.793,4024.9840000000004,4970.02,8722.02,827,8
7825,279,1896.0,616.8,3.98,3.7880000000000003,4018.712,4940.31,8720.31,826,8
7826,280,1896.0,614.0,3.98,3.4760000000000004,4094.312,5012.31,8648.31,825,8
7827,281,1896.0,620.0,3.9819999999999998,3.475,4088.344,5012.34,8684.34,824,8
7828,282,1896.0,618.4,3.9819999999999998,3.4739999999999998,4090.775,5012.38,8648.38,823,8
7829,283,1896.0,616.8,3.9819999999999998,3.4739999999999998,4088.343,5012.34,8576.34,822,8
7830,284,1898.94,614.0,3.9810000000000003,3.495,4076.313,4976.31,8612.31,821,8
7831,285,1896.0,612.0,3.9810000000000003,3.4760000000000004,4069.175,4976.38,8612.38,820,8
7832,286,1884.0,613.6,3.9810000000000003,3.477,4061.975,4976.38,8576.38,819,8
7833,287,1884.0,609.6,3.98,3.477,4054.743,4976.34,8612.34,818,8
7834,288,1884.0,610.0,3.9810000000000003,3.478,4054.594,4978.59,8578.59,817,8
7835,289,1883.94,612.0,3.98,3.477,4046.281,4976.28,8576.28,816,8
7836,290,1884.0,608.0,3.9789999999999996,3.478,4046.406,4976.41,8576.41,815,8
7837,291,1884.0,610.0,3.9789999999999996,3.477,4034.375,4940.38,8576.38,814,8
7838,292,1884.0,606.4,3.9789999999999996,3.477,4028.312,4940.31,8576.31,813,8
7839,293,1884.19,608.0,3.9789999999999996,3.478,4025.9306,4940.31,8540.31,812,8
7840,294,1872.0,604.8,3.9789999999999996,3.478,4018.7129999999997,4940.31,8540.31,811,8
7841,295,1872.0,606.0,3.9789999999999996,3.48,4016.344,4940.34,8540.34,810,8
7842,296,1872.0,607.2,3.9789999999999996,3.478,4013.7940000000003,4942.59,8542.59,809,8
7843,297,1872.0,603.2,3.9789999999999996,3.4789999999999996,4010.343,4940.34,8540.34,808,8
7844,298,1872.0,604.0,3.978,3.4789999999999996,4004.344,4940.34,8540.34,807,8
7845,299,1872.0,601.6,3.978,3.4789999999999996,3998.313,4904.31,8540.31,806,8
7846,300,1872.0,602.0,3.978,3.48,3992.218,4904.22,8468.22,805,8
7847,301,1860.0,598.0,3.977,3.48,3989.9120000000003,4904.31,8504.31,804,8
7848,302,1869.62,595.188,3.987,3.7960000000000003,3913.0,4865.0,8708.0,803,8
7849,303,199505.66,-60481.896329999996,4.266,3.295,67079.99799999999,78660.0,78660.0,802,8
7850,304,1908.0,607.2,3.9739999999999998,3.478,4560.928,5554.53,9622.53,801,8
7851,305,1908.0,615.989,3.977,3.484,4119.424,5048.22,8684.22,800,8
7852,306,1908.0,616.8,3.978,3.4810000000000003,4141.151,5048.35,8648.35,799,8
7853,307,1908.0,620.0,3.978,3.4819999999999998,4142.227,5048.23,8648.23,798,8
7854,308,1908.0,620.0,3.9789999999999996,3.4810000000000003,4136.321,5048.32,8612.32,797,8
7855,309,1908.0,618.4,3.9789999999999996,3.4810000000000003,4130.32,5048.32,8648.32,796,8
7856,310,1908.0,620.0,3.9789999999999996,3.4810000000000003,4119.556,5012.36,8612.36,795,8
7857,311,1896.0,618.4,3.9789999999999996,3.4810000000000003,4118.32,5012.32,8648.32,794,8
7858,312,1896.0,616.0,3.9789999999999996,3.48,4106.351,5012.35,8646.46,793,8
7859,313,1908.0,624.0,3.984,3.4810000000000003,4097.920999999999,5012.32,8612.32,792,8
7860,314,1896.0,614.0,3.98,3.475,4126.689,5048.29,8648.29,791,8
7861,315,1884.0,612.0,3.9789999999999996,3.4810000000000003,4083.551,4976.35,8612.35,790,8
7862,316,1884.0,608.8,3.98,3.4819999999999998,4076.3909999999996,4976.39,8588.0,789,8
7863,317,1884.0,608.8,3.98,3.483,4064.343,4976.34,8612.34,788,8
7864,318,1884.0,608.8,3.98,3.483,4054.79,4976.39,8612.39,787,8
7865,319,1884.0,606.0,3.98,3.484,4046.312,4940.31,8576.31,786,8
7866,320,1872.0,603.0,3.98,3.484,4040.344,4940.34,8540.34,785,8
7867,321,1872.0,603.2,3.98,3.483,4033.16,4940.36,8612.36,784,8
7868,322,1872.0,600.0,3.98,3.484,4022.328,4940.33,8540.33,783,8
7869,323,1872.0,601.6,3.98,3.485,4011.559,4904.36,8540.36,782,8
7870,324,1872.0,598.0,3.98,3.484,4004.328,4904.33,8540.33,781,8
7871,325,1872.0,597.0,3.9789999999999996,3.486,4004.375,4904.38,8612.38,780,8
7872,326,1869.16,596.0,3.9789999999999996,3.486,3989.9590000000003,4904.36,8540.36,779,8
7873,327,1864.78,592.813,3.987,3.795,3906.0159999999996,4858.02,8666.02,778,8
7874,328,1860.0,589.6,3.975,3.79,3896.312,4832.31,8648.31,777,8
7875,329,1872.0,594.0,3.9789999999999996,3.49,3980.344,4904.34,8576.34,776,8
7876,330,1860.0,594.4,3.978,3.487,3989.8179999999998,4904.22,8576.22,775,8
7877,331,1860.0,596.0,3.9789999999999996,3.486,3982.743,4904.34,8540.34,774,8
7878,332,1860.0,594.0,3.978,3.486,3974.344,4868.34,8540.34,773,8
7879,333,1860.0,591.2,3.977,3.487,3962.312,4868.31,8540.31,772,8
7880,334,1848.0,588.0,3.977,3.488,3956.344,4868.34,8540.34,771,8
7881,335,1848.0,590.0,3.977,3.488,3946.65,4868.25,8540.25,770,8
7882,336,1848.0,588.0,3.9760000000000004,3.488,3939.6059999999998,4832.41,8540.41,769,8
7883,337,1852.72,588.0,3.977,3.488,3932.313,4832.34,8504.31,768,8
7884,338,1848.0,586.0,3.9760000000000004,3.49,3926.375,4832.38,8504.38,767,8
7885,339,1848.97,584.0,3.975,3.489,3925.1440000000002,4832.34,8468.34,766,8
7886,340,1836.0,584.8,3.9760000000000004,3.49,3917.9440000000004,4832.34,8468.34,765,8
7887,341,1836.0,582.0,3.975,3.491,3908.344,4832.34,8468.34,764,8
7888,342,1836.0,579.9896667,3.975,3.49,3902.313,4796.31,8468.31,763,8
7889,343,1839.31,577.6,3.975,3.49,3890.375,4796.38,8468.38,762,8
7890,344,1836.0,578.0,3.975,3.491,3884.375,4796.38,8468.38,761,8
7891,345,1824.0,579.0,3.9739999999999998,3.491,3878.313,4796.31,8432.31,760,8
7892,346,1824.0,576.0,3.975,3.491,3872.375,4796.38,8432.38,759,8
7893,347,1824.0,576.0,3.9739999999999998,3.491,3867.5440000000003,4760.34,8468.34,758,8
7894,348,1824.0,576.0,3.975,3.491,3866.219,4760.22,8432.22,757,8
7895,349,1824.0,574.0,3.9739999999999998,3.492,3860.344,4760.34,8432.34,756,8
7896,350,1824.0,570.0,3.9730000000000003,3.492,3853.175,4760.38,8432.38,755,8
7897,351,1821.62,571.187,3.9810000000000003,3.8,3759.0,4704.0,8617.0,754,8
7898,352,1824.0,572.0,3.966,3.7969999999999997,3723.552,4652.35,8576.35,753,8
7899,353,1836.0,577.6,3.97,3.495,3878.223,4796.22,8504.22,752,8
7900,354,1836.0,576.0,3.971,3.4930000000000003,3890.353,4796.35,8504.35,751,8
7901,355,1824.0,576.0,3.97,3.491,3884.3520000000003,4796.35,8500.0,750,8
7902,356,1824.0,576.0,3.971,3.491,3874.7209999999995,4760.32,8504.32,749,8
7903,357,1824.0,576.0,3.971,3.492,3872.3509999999997,4760.35,8468.35,748,8
7904,358,1824.0,576.0,3.971,3.4930000000000003,3866.32,4760.32,8468.32,747,8
7905,359,1824.0,576.0,3.971,3.492,3854.3509999999997,4760.35,8432.35,746,8
7906,360,1824.0,572.0,3.971,3.492,3848.3520000000003,4760.35,8468.35,745,8
7907,361,1812.0,574.0,3.971,3.4930000000000003,3838.783,4760.38,8468.38,744,8
7908,362,1812.0,570.0,3.971,3.495,3830.32,4724.32,8468.32,743,8
7909,363,1812.0,570.0,3.971,3.4939999999999998,3824.258,4724.26,8432.26,742,8
7910,380,1788.0,556.0,3.967,4.0489999999999995,458.344,1304.34,4760.34,725,8
7911,381,1788.0,555.4285714,3.968,3.4989999999999997,3737.8774,4652.3,8396.3,724,8
7912,382,1788.0,552.0,3.968,3.5,3734.329,4616.33,8396.33,723,8
7913,383,1788.0,552.0,3.968,3.5010000000000003,3728.312,4616.31,8432.31,722,8
7914,384,1776.0,550.0,3.968,3.5010000000000003,3722.3909999999996,4616.39,8396.39,721,8
7915,385,1776.0,550.0,3.968,3.5010000000000003,3716.312,4616.31,8360.31,720,8
7916,386,1776.0,550.0,3.968,3.5010000000000003,3710.36,4616.36,8396.36,719,8
7917,387,1776.0,549.0,3.968,3.5010000000000003,3704.297,4616.3,8396.3,718,8
7918,388,1776.0,548.0,3.968,3.502,3698.344,4580.34,8396.34,717,8
7919,389,1776.0,545.0,3.967,3.503,3692.25,4580.25,8396.25,716,8
7920,390,1776.0,545.0,3.967,3.5039999999999996,3686.344,4580.34,8396.34,715,8
7921,391,1776.0,545.6,3.968,3.5039999999999996,3680.3590000000004,4580.36,8432.36,714,8
7922,392,1776.0,546.0,3.967,3.503,3680.3590000000004,4580.36,8396.36,713,8
7923,393,1764.0,542.0,3.967,3.502,3674.3590000000004,4580.36,8360.36,712,8
7924,394,1764.0,542.0,3.967,3.503,3668.375,4580.38,8360.38,711,8
7925,395,1764.0,543.0,3.967,3.503,3665.913,4580.31,8360.31,710,8
7926,396,1764.0,542.0,3.966,3.5039999999999996,3658.8059999999996,4544.41,8360.41,709,8
7927,397,1752.0,529.0,3.9619999999999997,3.5039999999999996,3644.344,4544.34,8360.34,708,8
7928,398,1752.0,532.781,3.971,3.81,3500.0,4445.0,8484.0,707,8
7929,399,197478.14,95869.08099999999,4.263,3.307,64769.984000000004,76200.0,76200.0,706,8
7930,400,1790.05,538.0,3.9560000000000004,3.487,4299.456,5300.26,9824.93,705,8
7931,401,1788.0,544.0,3.96,3.5180000000000002,3740.384,4616.38,8540.38,704,8
7932,402,1788.0,548.0,3.9610000000000003,3.514,3759.554,4652.35,8468.35,703,8
7933,403,1788.0,547.2,3.9619999999999997,3.514,3764.3520000000003,4652.38,8468.35,702,8
7934,404,1788.0,549.0,3.9610000000000003,3.513,3764.3520000000003,4652.35,8468.35,701,8
7935,405,1788.0,549.0,3.9619999999999997,3.513,3758.258,4652.26,8468.26,700,8
7936,406,1788.0,549.0,3.9619999999999997,3.512,3752.317,4652.32,8468.32,699,8
7937,407,1788.0,549.0,3.9619999999999997,3.512,3745.152,4616.35,8432.35,698,8
7938,408,1788.0,549.0,3.963,3.512,3737.921,4616.32,8432.32,697,8
7939,409,1776.0,546.0,3.963,3.512,3728.32,4616.32,8468.32,696,8
7940,410,1776.0,543.0,3.9619999999999997,3.512,3716.32,4616.32,8432.32,695,8
7941,411,1776.0,543.0,3.963,3.512,3709.152,4616.35,8468.35,694,8
7942,412,1776.0,542.0,3.964,3.513,3694.7509999999997,4580.35,8468.35,693,8
7943,413,1764.0,540.0,3.963,3.512,3686.312,4580.31,8432.31,692,8
7944,414,1764.0,539.0,3.964,3.514,3674.25,4580.25,8396.25,691,8
7945,415,1764.0,538.0,3.964,3.514,3665.96,4544.36,8432.36,690,8
7946,416,1764.0,534.0,3.963,3.514,3656.219,4544.22,8396.22,689,8
7947,417,1752.0,532.0,3.963,3.515,3644.344,4544.34,8432.34,688,8
7948,418,1752.0,530.0,3.963,3.515,3637.1440000000002,4508.34,8432.34,687,8
7949,419,1752.0,532.0,3.963,3.516,3628.657,4510.66,8434.66,686,8
7950,420,1752.0,528.0,3.963,3.515,3620.39,4508.39,8432.39,685,8
7951,421,1752.0,528.0,3.9619999999999997,3.516,3608.328,4508.33,8396.33,684,8
7952,422,1740.0,527.0,3.9610000000000003,3.516,3601.0809999999997,4508.28,8432.28,683,8
7953,423,1737.59,525.625,3.967,3.81,3486.015,4431.01,8526.01,682,8
7954,424,1740.0,524.0,3.958,3.807,3464.218,4400.22,8504.22,681,8
7955,425,1740.0,527.0,3.96,3.52,3593.788,4472.19,8396.19,680,8
7956,426,1740.0,527.0,3.9610000000000003,3.5180000000000002,3602.344,4508.34,8360.34,679,8
7957,428,8007.14,524.0,3.957,3.94,1286.32,2168.32,6236.32,677,8
7958,429,1740.0,528.0,3.9589999999999996,3.5180000000000002,3579.551,4472.35,8360.35,676,8
7959,430,1740.0,525.0,3.96,3.517,3586.752,4472.35,8360.35,675,8
7960,431,1740.0,523.9948333000001,3.96,3.516,3579.552,4472.35,8288.35,674,8
7961,432,1740.0,524.0,3.96,3.517,3566.32,4472.32,8324.32,673,8
7962,433,1728.0,521.1428571,3.9589999999999996,3.5189999999999997,3560.32,4436.32,8324.32,672,8
7963,434,1728.0,519.0,3.9589999999999996,3.5180000000000002,3550.72,4436.32,8324.32,671,8
7964,435,1728.0,518.0,3.958,3.5180000000000002,3542.32,4436.32,8288.32,670,8
7965,436,1728.0,516.0,3.9589999999999996,3.5189999999999997,3530.3520000000003,4436.35,8324.35,669,8
7966,437,1716.0,517.0,3.958,3.5210000000000004,3524.3509999999997,4400.35,8288.35,668,8
7967,438,1716.0,517.0,3.958,3.52,3518.3590000000004,4400.36,8252.36,667,8
7968,439,1716.0,514.0,3.958,3.5410000000000004,3514.7209999999995,4400.32,8324.32,666,8
7969,440,1716.0,513.0,3.958,3.52,3507.552,4400.35,8288.35,665,8
7970,441,1716.0,513.0,3.958,3.52,3500.3909999999996,4400.39,8288.39,664,8
7971,442,1716.0,512.0,3.958,3.52,3494.328,4400.33,8322.86,663,8
7972,443,1704.0,510.0,3.958,3.5210000000000004,3485.9440000000004,4364.34,8252.34,662,8
7973,444,1704.0,510.0,3.957,3.5210000000000004,3478.76,4364.36,8288.36,661,8
7974,445,1704.0,510.0,3.957,3.5210000000000004,3476.344,4364.34,8252.34,660,8
7975,446,1704.0,509.0,3.9560000000000004,3.522,3464.36,4364.36,8252.36,659,8
7976,447,1703.97,508.0,3.9560000000000004,3.522,3457.2690000000002,4328.47,8216.47,658,8
7977,448,1692.0,504.0,3.955,3.522,3449.928,4328.33,8180.33,657,8
7978,449,1693.41,504.0,3.96,3.819,3318.015,4263.0,8407.0,656,8
7979,450,1716.0,512.0,3.951,3.826,3193.12,4150.72,8650.72,655,8
7980,451,1728.0,516.0,3.9539999999999997,3.523,3536.3190000000004,4400.32,8432.32,654,8
7981,452,1729.28,517.1428571,3.955,3.5210000000000004,3542.32,4436.32,8360.32,653,8
7982,453,1716.0,516.0,3.955,3.5210000000000004,3536.3190000000004,4400.32,8360.32,652,8
7983,454,1716.0,516.0,3.9539999999999997,3.5210000000000004,3530.32,4400.32,8360.32,651,8
7984,455,1716.0,514.0,3.955,3.5210000000000004,3524.3520000000003,4400.35,8324.35,650,8
7985,456,1716.0,513.984,3.955,3.5210000000000004,3512.321,4400.32,8360.32,649,8
7986,457,1716.0,515.0,3.955,3.523,3500.3520000000003,4400.35,8360.35,648,8
7987,458,1704.0,512.0,3.955,3.5239999999999996,3488.321,4364.32,8324.32,647,8
7988,459,1704.0,512.0,3.955,3.5239999999999996,3476.4759999999997,4364.48,8324.48,646,8
7989,460,1704.0,509.0,3.9560000000000004,3.525,3470.3520000000003,4364.35,8324.35,645,8
7990,461,1704.0,508.0,3.9560000000000004,3.5239999999999996,3458.3525,4328.32,8288.32,644,8
7991,462,1704.0,508.0,3.9560000000000004,3.523,3452.3520000000003,4328.35,8324.35,643,8
7992,463,1692.0,505.0,3.9560000000000004,3.523,3442.744,4328.34,8288.34,642,8
7993,464,1692.0,505.0,3.9560000000000004,3.525,3434.328,4328.33,8288.33,641,8
7994,465,1752.0,558.0,3.95,3.5260000000000002,3442.884,4328.48,8216.48,640,8
7995,466,1740.0,551.2,3.948,3.4960000000000004,3584.328,4472.33,8504.33,639,8
7996,467,1668.0,489.0,3.947,3.498,3566.39,4472.39,8468.39,638,8
7997,468,1680.0,494.0,3.9530000000000003,3.533,3338.36,4220.36,8288.36,637,8
7998,469,1680.0,494.0,3.9539999999999997,3.529,3374.329,4256.33,8288.33,636,8
7999,470,1680.0,495.85714289999993,3.955,3.528,3370.743,4256.34,8288.34,635,8
8000,471,1668.0,493.2857143,3.9539999999999997,3.528,3374.328,4256.33,8216.33,634,8
8001,472,1668.0,492.0,3.9530000000000003,3.529,3356.36,4256.36,8252.36,633,8
8002,475,1632.0,476.0,3.945,3.5439999999999996,3161.952,4040.35,7964.35,630,8
8003,476,1632.0,478.0,3.947,3.537,3224.3520000000003,4112.35,8072.35,629,8
8004,477,1632.0,474.97416669999996,3.947,3.536,3230.385,4112.38,8108.38,628,8
8005,478,1632.0,475.2857143,3.947,3.537,3224.32,4112.32,8144.32,627,8
8006,479,1620.0,474.0,3.947,3.537,3218.3520000000003,4112.35,8108.35,626,8
8007,480,1620.0,474.0,3.947,3.536,3212.3509999999997,4076.35,8108.35,625,8
8008,481,1620.0,472.7142857,3.947,3.537,3206.387,4076.39,8144.39,624,8
8009,482,1620.0,472.0,3.946,3.5380000000000003,3200.486333,4076.48,8108.48,623,8
8010,483,1620.0,471.0,3.945,3.5380000000000003,3188.3520000000003,4076.35,8108.35,622,8
8011,484,1608.0,470.0,3.944,3.5380000000000003,3182.39,4076.39,8072.39,621,8
8012,485,1608.0,467.57142860000005,3.945,3.5389999999999997,3170.3520000000003,4040.35,8108.35,620,8
8013,486,1608.0,466.0,3.945,3.5389999999999997,3164.3509999999997,4040.35,8108.35,619,8
8014,487,1608.0,466.0,3.945,3.54,3158.3520000000003,4040.35,8108.35,618,8
8015,488,1608.0,466.2857143,3.945,3.5389999999999997,3154.775,4040.38,8072.38,617,8
8016,489,1608.0,465.0,3.944,3.54,3146.375,4040.38,8072.38,616,8
8017,490,1608.0,465.0,3.944,3.54,3140.36,4004.36,8072.36,615,8
8018,491,1596.0,463.7142857,3.944,3.54,3134.313,4004.31,8144.31,614,8
8019,492,1596.0,462.42857139999995,3.943,3.54,3128.328,4004.33,8036.33,613,8
8020,493,1596.0,464.14285710000007,3.9419999999999997,3.5410000000000004,3118.618,4004.22,8072.22,612,8
8021,494,1596.0,461.14285710000007,3.9419999999999997,3.542,3116.3590000000004,4004.36,8036.36,611,8
8022,495,1596.0,462.0,3.9419999999999997,3.5410000000000004,3110.313,4004.31,8108.34,610,8
8023,496,1596.0,462.85714289999993,3.9419999999999997,3.5410000000000004,3104.313,3968.31,8072.31,609,8
8024,497,1579.19,457.2035,3.9410000000000003,3.845,2961.0,3899.01,8379.01,608,8
8025,498,196502.91,3549.995,4.257,3.322,62220.002,73589.99,73589.99,607,8
8026,499,1632.0,465.85714289999993,3.9330000000000003,3.52,3941.3520000000003,4976.35,10016.35,606,8
8027,500,1632.0,471.85714289999993,3.9389999999999996,3.555,3248.353,4112.35,8324.35,605,8
8028,501,1644.0,475.7142857,3.9410000000000003,3.552,3278.321,4148.32,8252.32,604,8
8029,502,1644.0,474.0,3.9410000000000003,3.551,3290.32,4148.32,8216.32,603,8
8030,503,1644.0,475.29371430000003,3.9419999999999997,3.55,3284.3520000000003,4148.35,8180.35,602,8
8031,504,1644.0,475.0,3.9419999999999997,3.55,3278.2540000000004,4148.25,8180.25,601,8
8032,505,1632.0,475.2857143,3.9410000000000003,3.549,3278.3509999999997,5118.16,8106.39,600,8
8033,506,1632.0,475.0,3.9419999999999997,3.549,3266.2270000000003,4148.23,8180.23,599,8
8034,507,1632.0,475.0,3.9410000000000003,3.548,3260.3509999999997,4112.35,8180.35,598,8
8035,508,1632.0,475.0,3.9419999999999997,3.548,3254.3509999999997,4112.35,8180.35,597,8
8036,509,1632.0,475.0,3.9419999999999997,3.548,3242.3509999999997,4112.35,8216.35,596,8
8037,510,1620.0,472.2857143,3.9419999999999997,3.548,3230.3520000000003,4112.35,8216.35,595,8
8038,511,1620.0,472.0,3.943,3.548,3224.3909999999996,4076.39,8216.39,594,8
8039,512,1620.0,472.2857143,3.943,3.548,3212.344,4076.34,8180.34,593,8
8040,513,1620.0,469.2857143,3.943,3.548,3206.328,4076.33,8199.88,592,8
8041,514,1620.0,468.0,3.943,3.549,3194.328,4076.33,8216.33,591,8
8042,515,1608.0,465.0,3.943,3.549,3182.3590000000004,4040.36,8180.36,590,8
8043,516,1680.0,517.0,3.937,3.549,3190.728,4040.33,8144.33,589,8
8044,517,1677.44,516.0,3.935,3.5189999999999997,3356.3590000000004,4220.36,8432.36,588,8
8045,518,1668.0,512.0,3.9339999999999997,3.5210000000000004,3332.343,4220.34,8441.11,587,8
8046,519,1668.0,511.0,3.9339999999999997,3.522,3320.344,4184.34,8396.34,586,8
8047,520,1656.0,510.0,3.9330000000000003,3.523,3313.1279999999997,4184.33,8396.33,585,8
8048,521,1656.0,507.0,3.9330000000000003,3.5239999999999996,3302.3590000000004,4184.36,8360.36,584,8
8049,522,1641.62,506.375,3.926,3.8280000000000003,3143.0,4088.0,8603.0,583,8
8050,523,1656.0,504.0,3.923,3.8289999999999997,3089.9440000000004,4004.34,8540.34,582,8
8051,524,1656.0,508.0,3.929,3.531,3266.344,4148.34,8468.34,581,8
8052,525,1656.0,507.0,3.932,3.5269999999999997,3291.512,4184.31,8396.31,580,8
8053,526,1656.0,510.0,3.9330000000000003,3.5269999999999997,3298.7129999999997,4184.31,8432.31,579,8
8054,527,1656.0,507.0,3.9330000000000003,3.525,3296.312,4184.31,8432.31,578,8
8055,528,1656.0,506.85714289999993,3.9330000000000003,3.525,3290.375,4184.38,8396.38,577,8
8056,529,1656.0,504.0,3.9330000000000003,3.525,3284.344,4148.34,8396.34,576,8
8057,530,1656.0,505.0,3.932,3.5260000000000002,3272.312,4148.31,8396.31,575,8
8058,531,1644.0,504.0,3.931,3.5260000000000002,3266.375,4148.38,8396.38,574,8
8059,532,1644.0,501.0,3.931,3.5260000000000002,3260.313,4148.31,8360.31,573,8
8060,533,1644.0,502.0,3.931,3.5269999999999997,3248.344,4112.34,8360.34,572,8
8061,534,1644.0,501.42857139999995,3.931,3.5269999999999997,3242.313,4112.31,8396.31,571,8
8062,535,1644.0,499.0,3.931,3.5269999999999997,3236.312,4112.31,8324.31,570,8
8063,536,1644.0,498.0,3.93,3.5269999999999997,3230.281,4112.28,8360.28,569,8
8064,537,1632.0,500.0,3.93,3.528,3224.312,4112.31,8360.31,568,8
8065,538,1632.0,498.0,3.929,3.529,3218.344,4076.38,8324.34,567,8
8066,539,1632.0,496.0,3.928,3.528,3212.25,4076.25,8324.25,566,8
8067,540,1632.0,496.7142857,3.928,3.529,3206.375,4076.38,8324.38,565,8
8068,541,1632.0,494.0,3.928,3.529,3200.375,4076.38,8288.38,564,8
8069,542,1620.0,493.0,3.927,3.53,3194.343,4076.34,8324.34,563,8
8070,543,1620.0,492.0,3.927,3.53,3188.375,4076.38,8288.38,562,8
8071,544,1620.0,490.0,3.926,3.531,3182.344,4040.34,8288.34,561,8
8072,545,1620.0,488.57142860000005,3.926,3.531,3176.344,4040.34,8318.56,560,8
8073,546,1603.19,492.0,3.9210000000000003,3.8369999999999997,2996.0,3948.0,8575.0,559,8
8074,547,1620.0,489.0,3.9189999999999996,3.839,2966.375,3896.38,8468.38,558,8
8075,548,1620.0,488.14285710000007,3.915,3.5380000000000003,3146.313,8946.81,9452.81,557,8
8076,549,1620.0,490.2857143,3.923,3.5380000000000003,3146.313,4004.31,8252.31,556,8
8077,550,1620.0,488.0,3.925,3.535,3170.312,4040.31,8288.31,555,8
8078,551,1619.94,489.9475,3.925,3.535,3164.313,4040.31,8324.31,554,8
8079,552,1608.0,486.2857143,3.925,3.535,3158.313,4040.31,8324.31,553,8
8080,553,1608.0,487.2857143,3.924,3.535,3152.312,4004.31,8288.31,552,8
8081,554,1608.0,486.0,3.925,3.535,3152.375,4004.38,8288.38,551,8
8082,555,1608.0,483.0,3.925,3.535,3140.375,4004.37,8288.37,550,8
8083,556,1608.0,486.0,3.926,3.536,3134.313,4004.31,8288.31,549,8
8084,557,1608.0,486.0,3.926,3.535,3134.312,4004.31,8324.31,548,8
8085,558,1608.0,483.0,3.925,3.535,3128.313,4004.31,8288.31,547,8
8086,559,1608.0,482.0,3.925,3.535,3122.375,4004.38,8288.38,546,8
8087,560,1608.0,483.42857139999995,3.924,3.536,3111.575,4004.38,8324.38,545,8
8088,561,1596.0,482.14285710000007,3.924,3.537,3110.312,3968.31,8288.31,544,8
8089,562,1596.0,482.14285710000007,3.924,3.536,3104.375,3968.38,8288.38,543,8
8090,563,1596.0,480.0,3.923,3.536,3098.313,3968.31,8311.62,542,8
8091,564,1596.0,480.0,3.924,3.536,3097.112,3968.31,8288.31,541,8
8092,565,1596.0,477.85714289999993,3.924,3.5380000000000003,3092.313,3968.31,8288.31,540,8
8093,566,1599.75,479.57142860000005,3.923,3.537,3086.375,3968.38,8252.38,539,8
8094,567,1596.0,478.0,3.9219999999999997,3.537,3082.7129999999997,3968.31,8288.06,538,8
8095,568,1584.0,477.0,3.9219999999999997,3.537,3075.513,3932.31,8252.31,537,8
8096,569,1584.0,474.42857139999995,3.9210000000000003,3.5389999999999997,3068.25,3932.25,8252.25,536,8
8097,570,1574.44,477.625,3.917,3.846,2891.0,3836.0,8484.0,535,8
8098,571,1584.0,478.0,3.915,3.847,2873.913,3788.31,8396.31,534,8
8099,572,1584.0,475.0,3.9160000000000004,3.543,3061.175,3932.38,8324.38,533,8
8100,573,1584.0,477.42857139999995,3.9189999999999996,3.5439999999999996,3056.25,3932.25,8252.25,532,8
8101,574,1584.0,478.7142857,3.9210000000000003,3.5410000000000004,3074.313,3932.31,8288.31,531,8
8102,575,1584.0,476.0,3.92,3.54,3080.312,3932.31,8288.31,530,8
8103,576,1584.0,475.0,3.92,3.5410000000000004,3068.312,3932.31,8288.31,529,8
8104,577,1584.0,473.14285710000007,3.92,3.5410000000000004,3061.113,3932.31,8288.31,528,8
8105,578,1584.0,474.0,3.9189999999999996,3.542,3050.375,3932.38,8252.38,527,8
8106,579,1584.0,473.0,3.9189999999999996,3.54,3053.9120000000003,3932.31,8252.31,526,8
8107,580,1572.0,472.0,3.9189999999999996,3.542,3044.313,3896.31,8216.31,525,8
8108,581,1572.0,470.57142860000005,3.9189999999999996,3.542,3032.312,3896.31,8288.31,524,8
8109,582,1572.0,472.0,3.9189999999999996,3.542,3032.313,3896.31,8252.31,523,8
8110,583,1572.0,469.2857143,3.918,3.542,3032.375,3896.38,8252.38,522,8
8111,584,1572.0,469.2857143,3.918,3.542,3026.375,3896.38,8252.38,521,8
8112,585,1572.0,468.0,3.9189999999999996,3.542,3020.313,3896.31,8252.31,520,8
8113,586,1572.0,468.0,3.9189999999999996,3.5439999999999996,3014.312,3896.31,8252.31,519,8
8114,587,1572.0,466.7142857,3.918,3.5439999999999996,3010.775,3860.38,8216.38,518,8
8115,588,1560.0,467.0,3.918,3.5439999999999996,3002.437,3860.44,8216.44,517,8
8116,589,1560.0,465.42857139999995,3.917,3.545,2996.313,3860.31,8216.31,516,8
8117,590,1560.0,464.14285710000007,3.917,3.5460000000000003,2990.25,3860.25,8180.25,515,8
8118,591,1565.38,465.85714289999993,3.917,3.545,2984.375,3860.38,8216.38,514,8
8119,592,1560.0,464.0,3.9160000000000004,3.5460000000000003,2978.375,3824.38,8216.38,513,8
8120,593,1548.0,460.7142857,3.9139999999999997,3.5460000000000003,2966.375,3824.38,8180.38,512,8
